Address,City,State,Zipcode,AUTO_UNIQUE_ID_2023-10-11_caitlindatakindorg_ListofProvider,TransactionId,TimeTaken,Source,Version,UpdatedGeocoding,ErrorMessage,Latitude,Longitude,MatchType,FeatureMatchingGeographyType,MicroMatchStatus,MatchScore,GeocodeQualityType,RegionSize,RegionSizeUnits,naaccrQualCode,naaccrQualType,PenaltyCode,PenaltyCodeSummary,InterpolationType,InterpolationSubType,MatchedLocationType,FeatureMatchingResultType,FeatureMatchingResultCount,FeatureMatchingResultTypeNotes,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,FeatureMatchingHierarchy,FeatureMatchingHierarchyNotes,OutputGeocodes,NaaccrCertCode2020,NaaccrCertType2020,GeoLocationID2020,CensusBlock2020,CensusBlockGroup2020,CensusTract2020,CensusCountyFips2020,CensusCbsaFips2020,CensusCbsaMicro2020,CensusMcdFips2020,CensusMetDivFips2020,CensusMsaFips2020,CensusPlaceFips2020,CensusStateFips2020,FNumber,FNumberFractional,FPreDirectional,FPreQualifier,FPreType,FPreArticle,FName,FPostArticle,FSuffix,FPostQualifier,FPostDirectional,FSuiteType,FSuiteNumber,FPostOfficeBoxType,FPostOfficeBoxNumber,FCity,FConsolidatedCity,FMinorCivilDivision,FCountySubRegion,FCounty,FState,FZip,FZipPlus1,FZipPlus2,FZipPlus3,FZipPlus4,FZipPlus5,FArea,FAreaType,FGeometrySRID,FGeometry,FSource,FVintage,FPrimaryIdField,FPrimaryIdValue,FSecondaryIDField,FSecondaryIDValue,MNumber,MNumberFractional,MPreDirectional,MPreQualifier,MPreType,MPreArticle,MName,MPostArticle,MSuffix,MPostQualifier,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,PNumber,PNumberFractional,PPreDirectional,PPreQualifier,PPreType,PPreArticle,PName,PPostArticle,PSuffix,PPostQualifier,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5
420 S ORLANDO AVE,,,32789,28,b3948a4d-3d47-41f6-b3dc-8e686e41bb0e,0.1093711,TAMUGeocoder,5.0.0,1,,28.5953462538245,-81.3651507616827,,StreetSegment,Match,100,,3969.71,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950190003,3035,3,0190.00,095,36740,0,92522,,5960,78300,12,400-550,,S,,,,Orlando,,Ave,,,,,,,Winter Park,,,Orlando,Orange,FL,32789,,,,,,3969.71,Meters,0,,Census2016TigerLines,2016,tlid,94277551,,,420,,S,,,,ORLANDO,,AVE,,,,,,,,,,,,FL,32789,,,,,,420,,S,,,,ORLANDO,,AVE,,,,,,,,,,,,FL,32789,,,,,
315 HOLT AVE,,,32789,29,1dae0a43-8d28-44bb-89a3-56c17d9a0893,0.1718629,TAMUGeocoder,5.0.0,1,,28.5923029645164,-81.35290563421,,StreetSegment,Match,100,,1170.97,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950160011,1050,1,0160.01,095,36740,0,92522,,5960,78300,12,301-327,,,,,,Holt,,Ave,,,,,,,Winter Park,,,Orlando,Orange,FL,32789,,,,,,1170.97,Meters,0,,Census2016TigerLines,2016,tlid,638089178,,,315,,,,,,HOLT,,AVE,,,,,,,,,,,,FL,32789,,,,,,315,,,,,,HOLT,,AVE,,,,,,,,,,,,FL,32789,,,,,
450 West Welbourne Avenue,,,32789,30,1a0df9e5-b370-45f2-9d96-d0adff447cda,0.1092046,TAMUGeocoder,5.0.0,1,,28.5966768286327,-81.3554841418168,,StreetSegment,Match,100,,3311.51,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950159012,2024,2,0159.01,095,36740,0,92522,,5960,78300,12,400-504,,W,,,,Welbourne,,Ave,,,,,,,Winter Park,,,Orlando,Orange,FL,32789,,,,,,3311.51,Meters,0,,Census2016TigerLines,2016,tlid,94278480,,,450,,W,,,,WELBOURNE,,AVE,,,,,,,,,,,,FL,32789,,,,,,450,,W,,,,WELBOURNE,,AVE,,,,,,,,,,,,FL,32789,,,,,
741 S PENNSYLVANIA AVE,,,32789,31,1f8949ee-b3f6-49b4-9e4e-b8400eafcec3,0.1093665,TAMUGeocoder,5.0.0,1,,28.5919488154834,-81.3568014360814,,StreetSegment,Match,100,,3360.56,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950161003,3004,3,0161.00,095,36740,0,92522,,5960,78300,12,729-799,,S,,,,Pennsylvania,,Ave,,,,,,,Winter Park,,,Orlando,Orange,FL,32789,,,,,,3360.56,Meters,0,,Census2016TigerLines,2016,tlid,94277707,,,741,,S,,,,PENNSYLVANIA,,AVE,,,,,,,,,,,,FL,32789,,,,,,741,,S,,,,PENNSYLVANIA,,AVE,,,,,,,,,,,,FL,32789,,,,,
5025 Old Howell Branch Rd,,,32792,32,29f6f9d5-e868-4dc9-9a2b-3b148747b460,0.1718744,TAMUGeocoder,5.0.0,1,,28.6118703713835,-81.2823963053927,,StreetSegment,Match,100,,7044.95,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,121170222071,1003,1,0222.07,117,36740,0,90455,,5960,,12,5001-5099,,,Old,,,Howell Branch,,Rd,,,,,,,Casselberry-Altamonte Springs,,,Casselberry-Altamonte Springs,Seminole,FL,32792,,,,,,7044.95,Meters,0,,Census2016TigerLines,2016,tlid,642152937,,,5025,,,OLD,,,HOWELL BRANCH,,RD,,,,,,,,,,,,FL,32792,,,,,,5025,,,OLD,,,HOWELL BRANCH,,RD,,,,,,,,,,,,FL,32792,,,,,
1902 Taylor Ave,,,32792,33,859311b2-720f-4d1e-a902-4b135ddb8747,0.1093668,TAMUGeocoder,5.0.0,1,,28.6040089995489,-81.3271699383128,,StreetSegment,Match,100,,2145.75,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950163011,1021,1,0163.01,095,36740,0,92522,,5960,78300,12,1800-1912,,,,,,Taylor,,Ave,,,,,,,Winter Park,,,Orlando,Orange,FL,32792,,,,,,2145.75,Meters,0,,Census2016TigerLines,2016,tlid,94422679,,,1902,,,,,,TAYLOR,,AVE,,,,,,,,,,,,FL,32792,,,,,,1902,,,,,,TAYLOR,,AVE,,,,,,,,,,,,FL,32792,,,,,
823 S Semoran Blvd,,,32792,34,08bb27da-bac2-45e4-b440-62d5e6afc6d4,0.0937423,TAMUGeocoder,5.0.0,1,,28.5863072140706,-81.3068425827881,,StreetSegment,Match,100,,916.57,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950164061,1007,1,0164.06,095,36740,0,92522,,5960,,12,801-899,,S,,,,Semoran,,Blvd,,,,,,,Orlando,,,Orlando,Orange,FL,32792,,,,,,916.57,Meters,0,,Census2016TigerLines,2016,tlid,638653596,,,823,,S,,,,SEMORAN,,BLVD,,,,,,,,,,,,FL,32792,,,,,,823,,S,,,,SEMORAN,,BLVD,,,,,,,,,,,,FL,32792,,,,,
4035 N GOLDENROD RD,,,32792,35,24a05fd9-e6ec-4f37-bcda-e6ff74d1b484,0.0781218,TAMUGeocoder,5.0.0,1,,28.5980378914595,-81.2866449187268,,StreetSegment,Match,100,,4177.74,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950164081,1009,1,0164.08,095,36740,0,93458,,5960,26475,12,4001-4099,,N,,,,Goldenrod,,Rd,,,,,,,Goldenrod,,,Union Park,Orange,FL,32792,,,,,,4177.74,Meters,0,,Census2016TigerLines,2016,tlid,94292607,,,4035,,N,,,,GOLDENROD,,RD,,,,,,,,,,,,FL,32792,,,,,,4035,,N,,,,GOLDENROD,,RD,,,,,,,,,,,,FL,32792,,,,,
3001 N Goldenrod Rd,,,32792,36,61bf9822-eb2a-4f47-8c4a-2779e7e3e27b,0.0624923,TAMUGeocoder,5.0.0,1,,28.5856523383336,-81.2863716159378,,StreetSegment,Match,100,,3272.6,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950164131,1010,1,0164.13,095,36740,0,93458,,5960,,12,3001-3281,,N,,,,Goldenrod,,Rd,,,,,,,Union Park,,,Union Park,Orange,FL,32792,,,,,,3272.6,Meters,0,,Census2016TigerLines,2016,tlid,94292736,,,3001,,N,,,,GOLDENROD,,RD,,,,,,,,,,,,FL,32792,,,,,,3001,,N,,,,GOLDENROD,,RD,,,,,,,,,,,,FL,32792,,,,,
813 N LAKEMONT AVE,,,32792,37,f09d4c2b-d914-4ce9-8aa6-654ac864d61e,0.1093619,TAMUGeocoder,5.0.0,1,,28.6054231696944,-81.3281592645558,,StreetSegment,Match,100,,2480.66,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950160021,1003,1,0160.02,095,36740,0,92522,,5960,78300,12,801-899,,N,,,,Lakemont,,Ave,,,,,,,Winter Park,,,Orlando,Orange,FL,32792,,,,,,2480.66,Meters,0,,Census2016TigerLines,2016,tlid,641065220,,,813,,N,,,,LAKEMONT,,AVE,,,,,,,,,,,,FL,32792,,,,,,813,,N,,,,LAKEMONT,,AVE,,,,,,,,,,,,FL,32792,,,,,
3377 ALOMA AVE,,,32792,38,7f07cad0-1d38-4f8e-b6fa-916b20f35b09,0.0781182,TAMUGeocoder,5.0.0,1,,28.6053558434846,-81.3033123204606,,StreetSegment,Match,100,,2317.58,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950163021,1004,1,0163.02,095,36740,0,92522,,5960,26475,12,3363-3399,,,,,,Aloma,,Ave,,,,,,,Goldenrod,,,Orlando,Orange,FL,32792,,,,,,2317.58,Meters,0,,Census2016TigerLines,2016,tlid,94292457,,,3377,,,,,,ALOMA,,AVE,,,,,,,,,,,,FL,32792,,,,,,3377,,,,,,ALOMA,,AVE,,,,,,,,,,,,FL,32792,,,,,
810 W. Oak Ridge,,,32792,39,dea0b749-2ac0-43bc-99a6-531c5773482e,0.1093449,TAMUGeocoder,5.0.0,1,,28.595103,-81.304723,,USPSZip,Non-Match,60,,33603239.14,Meters,09,AddressZIPCentroid,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},4,ResidenceZIP,120950164061,1000,1,0164.06,095,36740,0,92522,,5960,,12,,,,,,,,,,,,,,,,Winter Park,,,,Orange,FL,32792,,,,,,33603239.14,Meters,0,,ZipCodeDownloadZips2013,2013,ZIPCode,32792,,,810,,W,,,,OAK,,RDG,,,,,,,,,,,,FL,32792,,,,,,810,,W,,,,OAK,,RDG,,,,,,,,,,,,FL,32792,,,,,
400 S LAKEMONT AVE,,,32792,40,bbdefb37-4a4d-435a-89fe-b9756df3200b,0.1093764,TAMUGeocoder,5.0.0,1,,28.5938509362275,-81.3278105087427,,StreetSegment,Match,100,,1946.37,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950163012,2018,2,0163.01,095,36740,0,92522,,5960,78300,12,400-300,,S,,,,Lakemont,,Ave,,,,,,,Winter Park,,,Orlando,Orange,FL,32792,,,,,,1946.37,Meters,0,,Census2016TigerLines,2016,tlid,94279702,,,400,,S,,,,LAKEMONT,,AVE,,,,,,,,,,,,FL,32792,,,,,,400,,S,,,,LAKEMONT,,AVE,,,,,,,,,,,,FL,32792,,,,,
3109 Union St,,,32798,41,df777f06-653d-4b5b-b990-421289d44d0e,0.062483,TAMUGeocoder,5.0.0,1,,28.728793617152,-81.6012104576698,,StreetSegment,Match,100,,5324.71,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950179021,1032,1,0179.02,095,36740,0,90052,,5960,79200,12,3101-3399,,,,,,Union,,St,,,,,,,Zellwood,,,Apopka,Orange,FL,32798,,,,,,5324.71,Meters,0,,Census2016TigerLines,2016,tlid,94424506,,,3109,,,,,,UNION,,ST,,,,,,,,,,,,FL,32798,,,,,,3109,,,,,,UNION,,ST,,,,,,,,,,,,FL,32798,,,,,
101 N PARRAMORE AVE,,,32801,42,861d9bb8-b0f5-4d4b-b338-61ff1199651a,0.1406309,TAMUGeocoder,5.0.0,1,,28.5438631861615,-81.3890199387803,,StreetSegment,Match,100,,2357.38,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950189012,2020,2,0189.01,095,36740,0,92522,,5960,53000,12,101-199,,N,,,,Parramore,,Ave,,,,,,,Orlando,,,Orlando,Orange,FL,32801,,,,,,2357.38,Meters,0,,Census2016TigerLines,2016,tlid,94280720,,,101,,N,,,,PARRAMORE,,AVE,,,,,,,,,,,,FL,32801,,,,,,101,,N,,,,PARRAMORE,,AVE,,,,,,,,,,,,FL,32801,,,,,
18 N Terry Ave,,,32801,43,8469da6d-51da-43a0-a10a-e467af57b346,0.1718863,TAMUGeocoder,5.0.0,1,,28.5426290278383,-81.387048803596,,StreetSegment,Match,100,,2621.96,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950189014,4011,4,0189.01,095,36740,0,92522,,5960,53000,12,2-28,,N,,,,Terry,,Ave,,,,,,,Orlando,,,Orlando,Orange,FL,32801,,,,,,2621.96,Meters,0,,Census2016TigerLines,2016,tlid,94281266,,,18,,N,,,,TERRY,,AVE,,,,,,,,,,,,FL,32801,,,,,,18,,N,,,,TERRY,,AVE,,,,,,,,,,,,FL,32801,,,,,
626 LAKE DOT CIR,,,32801,44,1a3134d0-f918-4fd3-962e-e81ec85af550,0.1406107,TAMUGeocoder,5.0.0,1,,28.5514133947001,-81.3873812389182,,StreetSegment,Match,100,,13687.8,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950189012,2006,2,0189.01,095,36740,0,92522,,5960,53000,12,600-698,,,,,,Lake Dot,,Cir,,,,,,,Orlando,,,Orlando,Orange,FL,32801,,,,,,13687.8,Meters,0,,Census2016TigerLines,2016,tlid,94280731,,,626,,,,,,LAKE DOT,,CIR,,,,,,,,,,,,FL,32801,,,,,,626,,,,,,LAKE DOT,,CIR,,,,,,,,,,,,FL,32801,,,,,
309 E  Colonial Dr,,,32801,45,31002e8d-4f4a-4522-aca6-9fce5e4210d9,0.1562439,TAMUGeocoder,5.0.0,1,,28.5531723939919,-81.3736699218385,,StreetSegment,Match,100,,2321.02,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950188003,3035,3,0188.00,095,36740,0,92522,,5960,53000,12,301-399,,E,,,,Colonial,,Dr,,,,,,,Orlando,,,Orlando,Orange,FL,32801,,,,,,2321.02,Meters,0,,Census2016TigerLines,2016,tlid,94281920,,,309,,E,,,,COLONIAL,,DR,,,,,,,,,,,,FL,32801,,,,,,309,,E,,,,COLONIAL,,DR,,,,,,,,,,,,FL,32801,,,,,
420-424 RUTH LN,,,32801,46,4aa8e03b-46d2-4c4c-93ab-d01334c85806,0.1718834,TAMUGeocoder,5.0.0,1,,28.538375,-81.374693,,USPSZip,Non-Match,60,,6289053.41,Meters,09,AddressZIPCentroid,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},4,ResidenceZIP,120950189023,3009,3,0189.02,095,36740,0,92522,,5960,53000,12,,,,,,,,,,,,,,,,Orlando,,,,Orange,FL,32801,,,,,,6289053.41,Meters,0,,ZipCodeDownloadZips2013,2013,ZIPCode,32801,,,420,,,,,,424 RUTH,,LN,,,,,,,,,,,,FL,32801,,,,,,420,,,,,,424 RUTH,,LN,,,,,,,,,,,,FL,32801,,,,,
1862 East Winter Park Rd,,,32803,47,5deb62ac-bade-43de-afe6-b736aaf55d6e,0.1406198,TAMUGeocoder,5.0.0,1,,28.5688992815183,-81.3461390786512,,StreetSegment,Match,100,,2193.27,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950128003,3017,3,0128.00,095,36740,0,92522,,5960,,12,1860-1878,,E,,,,Winter Park,,Rd,,,,,,,Orlando,,,Orlando,Orange,FL,32803,,,,,,2193.27,Meters,0,,Census2015TigerLines,2015,tlid,94395158,,,1862,,E,,,,WINTER PARK,,RD,,,,,,,,,,,,FL,32803,,,,,,1862,,E,,,,WINTER PARK,,RD,,,,,,,,,,,,FL,32803,,,,,
319 S LAKEWOOD DR,,,32803,48,1c98eb56-b01b-4ecf-981e-d9e9145ddf56,0.2187459,TAMUGeocoder,5.0.0,1,,28.5394547890287,-81.3451111639102,,StreetSegment,Match,100,,4426.09,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950110002,2015,2,0110.00,095,36740,0,92522,,5960,53000,12,201-399,,S,,,,Lakewood,,Dr,,,,,,,Orlando,,,Orlando,Orange,FL,32803,,,,,,4426.09,Meters,0,,Census2016TigerLines,2016,tlid,94285691,,,319,,S,,,,LAKEWOOD,,DR,,,,,,,,,,,,FL,32803,,,,,,319,,S,,,,LAKEWOOD,,DR,,,,,,,,,,,,FL,32803,,,,,
2618 E ROBINSON ST,,,32803,49,17650559-38d6-4cd7-ab84-dd28ec6786c1,0.1249949,TAMUGeocoder,5.0.0,1,,28.5459122845236,-81.3496813650062,,StreetSegment,Match,100,,4455.04,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950110001,1004,1,0110.00,095,36740,0,92522,,5960,53000,12,2600-2798,,E,,,,Robinson,,St,,,,,,,Orlando,,,Orlando,Orange,FL,32803,,,,,,4455.04,Meters,0,,Census2016TigerLines,2016,tlid,94285310,,,2618,,E,,,,ROBINSON,,ST,,,,,,,,,,,,FL,32803,,,,,,2618,,E,,,,ROBINSON,,ST,,,,,,,,,,,,FL,32803,,,,,
1100 N FERN CREEK AVE,,,32803,50,7ace7ec5-c816-49bb-a49e-e641ec72667e,0.1562535,TAMUGeocoder,5.0.0,1,,28.5598671350674,-81.3604555679557,,StreetSegment,Match,100,,2331.33,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950108023,3014,3,0108.02,095,36740,0,92522,,5960,53000,12,1026-1198,,N,,,,Ferncreek,,Ave,,,,,,,Orlando,,,Orlando,Orange,FL,32803,,,,,,2331.33,Meters,0,,Census2016TigerLines,2016,tlid,94282126,,,1100,,N,,,,FERN CREEK,,AVE,,,,,,,,,,,,FL,32803,,,,,,1100,,N,,,,FERN CREEK,,AVE,,,,,,,,,,,,FL,32803,,,,,
200 E EVANS ST,,,32804,51,d4c6b8d0-b2c7-446f-a961-b19410aaf4f7,0.1094077,TAMUGeocoder,5.0.0,1,,28.577546639148,-81.3747578285397,,StreetSegment,Match,100,,1237.69,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950188001,1006,1,0188.00,095,36740,0,92522,,5960,53000,12,298-200,,E,,,,Evans,,St,,,,,,,Orlando,,,Orlando,Orange,FL,32804,,,,,,1237.69,Meters,0,,Census2016TigerLines,2016,tlid,94277412,,,200,,E,,,,EVANS,,ST,,,,,,,,,,,,FL,32804,,,,,,200,,E,,,,EVANS,,ST,,,,,,,,,,,,FL,32804,,,,,
2208 North Rio Grande Drive,,,32804,52,f974a353-3ab4-4ec3-8a5b-08b755594123,0.1562272,TAMUGeocoder,5.0.0,1,,28.5710705988397,-81.4018160606557,,StreetSegment,Review,94.0828402366864,,2320.27,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950126004,4027,4,0126.00,095,36740,0,92522,,5960,53000,12,2200-2298,,N,,,,Rio Grande,,Ave,,,,,,,Orlando,,,Orlando,Orange,FL,32804,,,,,,2320.27,Meters,0,,Census2016TigerLines,2016,tlid,94349455,,,2208,,N,,,,RIO GRANDE,,DR,,,,,,,,,,,,FL,32804,,,,,,2208,,N,,,,RIO GRANDE,,DR,,,,,,,,,,,,FL,32804,,,,,
644 W Princeton St,,,32804,53,147859dd-ff9e-4085-958c-8885725ce1b9,0.1093979,TAMUGeocoder,5.0.0,1,,28.5711185686774,-81.3880371431644,,StreetSegment,Match,100,,5425.5,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950127012,2023,2,0127.01,095,36740,0,92522,,5960,53000,12,600-698,,W,,,,Princeton,,St,,,,,,,Orlando,,,Orlando,Orange,FL,32804,,,,,,5425.5,Meters,0,,Census2016TigerLines,2016,tlid,94276396,,,644,,W,,,,PRINCETON,,ST,,,,,,,,,,,,FL,32804,,,,,,644,,W,,,,PRINCETON,,ST,,,,,,,,,,,,FL,32804,,,,,
3760 N JOHN YOUNG PKWY STE 101,,,32804,54,36a4d8cf-455a-4bab-a720-e79d64928d20,0.1093589,TAMUGeocoder,5.0.0,1,,28.57378,-81.39719,,USPSZip,Non-Match,60,,22135172.39,Meters,09,AddressZIPCentroid,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},4,ResidenceZIP,120950126001,1005,1,0126.00,095,36740,0,92522,,5960,53000,12,,,,,,,,,,,,,,,,Orlando,,,,Orange,FL,32804,,,,,,22135172.39,Meters,0,,ZipCodeDownloadZips2013,2013,ZIPCode,32804,,,3760,,N,,,,JOHN YOUNG,,PKWY,,,UNITSTE,101,,,,,,,,FL,32804,,,,,,3760,,N,,,,JOHN YOUNG,,PKWY,,,UNITSTE,101,,,,,,,,FL,32804,,,,,
2828 EDGEWATER DR,,,32804,55,49c44664-16d8-4659-bdfd-eeda070f24b9,0.1093645,TAMUGeocoder,5.0.0,1,,28.5770877511444,-81.3895745034709,,StreetSegment,Match,100,,2384.11,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950126001,1000,1,0126.00,095,36740,0,92522,,5960,53000,12,2824-2994,,,,,,Edgewater,,Dr,,,,,,,Orlando,,,Orlando,Orange,FL,32804,,,,,,2384.11,Meters,0,,Census2016TigerLines,2016,tlid,94276302,,,2828,,,,,,EDGEWATER,,DR,,,,,,,,,,,,FL,32804,,,,,,2828,,,,,,EDGEWATER,,DR,,,,,,,,,,,,FL,32804,,,,,
2138 W Colonial Drive,,,32804,56,fd60213b-b508-4e70-822b-5a4407eda52b,0.1718506,TAMUGeocoder,5.0.0,1,,28.5529133141061,-81.4077818616752,,StreetSegment,Match,100,,5365.39,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950183003,3001,3,0183.00,095,36740,0,92522,,5960,53000,12,2122-2198,,W,,,,Colonial,,Dr,,,,,,,Orlando,,,Orlando,Orange,FL,32804,,,,,,5365.39,Meters,0,,Census2016TigerLines,2016,tlid,94273491,,,2138,,W,,,,COLONIAL,,DR,,,,,,,,,,,,FL,32804,,,,,,2138,,W,,,,COLONIAL,,DR,,,,,,,,,,,,FL,32804,,,,,
